,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,aimedAction
5,5,Luyang,4,7,10,7,7,14,"[1878, 2050, 2212, 2373, 2519, 2684, 2829, 3018, 3185, 3354, 3499, 3656]","[(7, 14), [7, 13], [7, 12], [7, 11], [6, 11], [6, 12], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [5, 7], [4, 7]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,6,7,0,
6,6,Luyang,5,14,9,14,7,7,"[1882, 2037, 2200, 2367, 2520, 2662, 2808, 2980, 3132]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [8, 14], [9, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180,
7,7,Luyang,13,3,13,11,7,7,"[1729, 1870, 2024, 2182, 2348, 2515, 2681, 2826, 3011, 3169]","[(7, 7), [8, 7], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8], [13, 9], [13, 10], [13, 11]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,8,6,90,
8,8,Luyang,3,14,11,14,7,7,"[1925, 2060, 2216, 2372, 2535, 2685, 2840, 3038, 3413, 3610, 3767, 3934, 4214]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [6, 12], [6, 13], [5, 13], [6, 13], [5, 13], [4, 13], [3, 13], [3, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[8, 6]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 0]",2,8,7,180,
9,9,Luyang,7,3,7,11,0,7,"[1877, 2041, 2197, 2366, 2522, 2658, 2856, 2988, 3168, 3340, 3500, 3657, 3801]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,8,7,90,
0,0,Guorongmei,0,5,0,9,8,7,"[1673, 2420, 2661, 2851, 3018, 3180, 3394, 3856, 4218, 4581]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 6], [0, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,270,
1,1,Guorongmei,6,5,6,9,0,7,"[2095, 2279, 2501, 2680, 2904, 3161, 3376, 3667, 4950, 5169]","[(0, 7), [1, 7], [2, 7], [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [6, 9]]","[(1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,6,90,
2,2,Guorongmei,3,11,11,11,7,5,"[2136, 2318, 2483, 2647, 2855, 3613, 3803, 3998, 4189, 4380, 4807, 5638, 5821, 5999]","[(7, 5), [7, 6], [7, 5], [7, 6], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11]]","[(0, 1), (0, -1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",2,8,6,180,
3,3,Guorongmei,4,3,10,3,7,11,"[2019, 2247, 2443, 2607, 2759, 2926, 3100, 3274, 3610, 3836, 4057]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,6,8,0,
4,4,Guorongmei,4,2,10,2,7,8,"[2025, 2254, 2619, 2818, 2971, 3132, 3337, 3603, 3845, 4542, 4947]","[(7, 8), [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 3], [5, 3], [5, 2], [4, 2]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (-1, 0), (0, -1), (-1, 0)]","[8, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,6,6,0,
5,5,Guorongmei,5,12,9,12,7,5,"[2009, 2298, 2449, 2627, 2837, 3012, 3209, 3665, 4041]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11], [8, 12], [9, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,7,180,
6,6,Guorongmei,3,8,11,8,7,1,"[1972, 2175, 2367, 2534, 2721, 2909, 3097, 3290, 3470, 3686, 4052, 4237, 4421]","[(7, 1), [7, 2], [7, 3], [6, 3], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [5, 8], [4, 8], [3, 8]]","[(0, 1), (0, 1), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",2,8,7,180,
7,7,Guorongmei,14,3,14,11,6,7,"[1892, 2142, 2301, 2468, 2634, 2821, 3049, 3287, 3667, 3891, 4088, 4273]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 6], [14, 5], [14, 4], [14, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,8,90,
8,8,Guorongmei,4,12,10,12,7,5,"[2516, 2723, 2910, 3124, 3314, 3501, 3716, 3915, 4122, 4530, 4707, 4894]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,6,7,180,
9,9,Guorongmei,6,3,6,11,12,7,"[1982, 2190, 2382, 2573, 2798, 3192, 3422, 3614, 3811, 3996, 4181, 4381]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",special,8,6,270,
0,0,Dai yaxin,14,4,14,10,6,7,"[2598, 5124, 5460, 5826, 6004, 6242, 6434, 6973, 7348, 7711, 7917, 8224, 8625, 9095, 9499]","[(6, 7), [6, 6], [6, 5], [6, 4], [7, 4], [8, 4], [8, 3], [9, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [14, 4]]","[(0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[8, 6]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,90,
1,1,Dai yaxin,4,9,10,9,7,2,"[3279, 3716, 4188, 4597, 4932, 5209, 5525, 5895, 6259, 6636, 6945, 7291]","[(7, 2), [7, 3], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9]]","[(0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,6,7,180,
2,2,Dai yaxin,13,5,13,9,5,7,"[1889, 2175, 2496, 2795, 3087, 3368, 3651, 3968, 5238, 5665]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,90,
3,3,Dai yaxin,3,12,11,12,7,4,"[1971, 2265, 2472, 2654, 2878, 3093, 3322, 3545, 3898, 4112, 4319, 4746]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,8,180,
4,4,Dai yaxin,1,3,1,11,8,7,"[2188, 2669, 2968, 3186, 3390, 3593, 4025, 4256, 4459, 4858, 5159, 5339, 5854, 6187, 6521]","[(8, 7), [8, 8], [7, 8], [6, 8], [5, 8], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 8], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1)]","[11, 5]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",2,8,7,270,
5,5,Dai yaxin,7,5,7,9,0,7,"[1978, 2207, 2459, 2633, 2844, 3023, 3236, 3432, 3840, 4111]","[(0, 7), [0, 7], [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,7,90,
6,6,Dai yaxin,6,3,6,11,12,7,"[2295, 2498, 2687, 2872, 3101, 3437, 3653, 4038, 4534, 4753, 5016, 5345]","[(12, 7), [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,8,6,270,
7,7,Dai yaxin,4,12,10,12,7,6,"[1945, 2184, 2361, 2568, 2744, 2936, 3305, 3914, 4319, 4699, 5019, 5207, 5569]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 9], [7, 10], [6, 10], [6, 11], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",2,6,6,180,
8,8,Dai yaxin,9,5,9,9,3,7,"[2140, 2323, 2515, 2665, 2894, 3146, 5297, 5517]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [9, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,90,
9,9,Dai yaxin,5,11,9,11,7,3,"[1905, 2144, 2404, 2697, 2975, 3212, 3462, 3748, 4170, 5064]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,8,180,
0,0,Wangchao,5,9,9,9,7,1,"[3452, 3875, 4517, 4888, 5233, 5542, 5838, 6163, 6589, 7540, 7945, 8344]","[(7, 1), [7, 2], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [5, 9]]","[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (1, 0)]","[2, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,180,
1,1,Wangchao,4,3,10,3,7,9,"[4227, 4747, 4974, 5345, 5625, 5857, 6083, 6446, 7301, 7812, 8155]","[(7, 9), [8, 9], [8, 8], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2], [10, 2], [10, 3]]","[(1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, 1)]",[3],"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,6,6,0,
2,2,Wangchao,4,0,10,0,7,7,"[2543, 2755, 2947, 3134, 3270, 3472, 3696, 4612, 4902, 5224]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [5, 0], [4, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,6,7,0,
3,3,Wangchao,4,3,10,3,7,11,"[2126, 2728, 2904, 3094, 3252, 3440, 4094, 4346, 4570, 4886, 5069]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 4], [6, 3], [5, 3], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0,6,8,0,
4,4,Wangchao,7,3,7,11,14,7,"[2438, 2617, 2788, 2960, 3425, 3774, 4042, 4238, 4462, 5059, 5441, 5833, 6194]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [9, 8], [9, 9], [8, 9], [9, 9], [8, 9], [8, 10], [7, 10], [7, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[9],"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 2]",1,8,7,270,
5,5,Wangchao,8,5,8,9,2,7,"[2196, 2370, 2848, 3087, 3294, 3515, 3768, 4253, 4543, 5079, 5271, 5495, 5797, 6149]","[(2, 7), [3, 7], [4, 7], [4, 6], [4, 7], [5, 7], [5, 6], [4, 6], [4, 5], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [8, 5]]","[(1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[4, 7]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",2,4,6,90,
6,6,Wangchao,3,2,11,2,7,8,"[1898, 2279, 2446, 2597, 2740, 2912, 3073, 3257, 3542, 3718, 3895, 4312, 4664, 4924]","[(7, 8), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [8, 1], [9, 1], [9, 2], [10, 2], [11, 2]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2]",1,8,6,0,
7,7,Wangchao,3,0,11,0,7,8,"[2033, 2161, 2364, 2555, 2904, 3090, 3237, 3683, 4165, 4421, 4686, 4933]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [5, 0], [4, 0], [3, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,8,0,
8,8,Wangchao,2,5,2,9,9,7,"[2090, 2272, 2440, 2609, 2909, 3272, 3526, 3742, 4055, 4385, 4950, 5584, 5859]","[(9, 7), [8, 7], [7, 7], [7, 6], [6, 6], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5], [2, 5]]","[(-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (1, 0)]","[5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",2,4,7,270,
9,9,Wangchao,5,11,9,11,7,4,"[1937, 2131, 2265, 2467, 2713, 3064, 3420, 3671, 3991, 4344, 4740]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [7, 10], [6, 10], [5, 10], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",special,4,7,180,
0,0,Fanlu,5,7,9,7,7,0,"[3405, 3797, 4090, 4378, 4666, 4947, 5232, 5554, 5842]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [9, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180,
1,1,Fanlu,4,12,10,12,7,6,"[2923, 3198, 3447, 3701, 3992, 4382, 4729, 5013, 5258, 5882, 6193]","[(7, 6), [7, 7], [7, 8], [7, 9], [8, 9], [8, 10], [8, 11], [8, 12], [8, 13], [9, 13], [9, 12], [10, 12]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0)]","[8, 4]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,180,
2,2,Fanlu,4,4,10,4,7,11,"[2173, 2405, 2636, 2878, 3137, 3387, 3641, 3894, 4154, 4443, 5144, 5392]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [5, 3], [5, 4], [4, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,6,7,0,
3,3,Fanlu,3,9,11,9,7,2,"[1543, 1946, 2193, 2427, 2672, 2911, 3155, 3408, 3648, 3871, 4092, 4333, 4614]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9]]","[(0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,8,7,180,
4,4,Fanlu,3,11,11,11,7,5,"[1589, 1972, 2195, 2417, 2625, 2852, 3088, 3354, 3577, 3816, 4043, 4955]","[(7, 5), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11], [4, 11], [3, 11]]","[(0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,6,180,
5,5,Fanlu,5,11,9,11,7,3,"[1953, 2190, 2421, 2647, 2880, 3113, 3363, 3599, 3840, 4042, 4271, 4592]","[(7, 3), [7, 4], [7, 5], [7, 6], [8, 6], [8, 7], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,180,
6,6,Fanlu,3,10,11,10,7,2,"[1851, 2069, 2282, 2493, 2702, 2923, 3141, 3351, 3583, 3798, 4014, 4255]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [11, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,8,180,
7,7,Fanlu,6,5,6,9,12,7,"[2154, 2368, 2580, 2790, 3017, 3253, 3526, 3780]","[(12, 7), [11, 7], [10, 7], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,270,
8,8,Fanlu,4,4,4,10,12,7,"[1491, 2008, 2258, 2476, 2687, 2900, 3118, 3346, 3581, 3985, 4279, 4521, 4902, 5149, 5446]","[(12, 7), [12, 8], [11, 8], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [3, 10], [4, 10]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]","[8, 11]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",2,6,8,270,
9,9,Fanlu,3,5,11,5,7,13,"[1365, 1997, 2208, 2415, 2608, 2803, 3013, 3222, 3448, 3679, 3895, 4117, 4339, 4570, 4798, 5046]","[(7, 13), [7, 14], [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",special,8,8,0,
0,0,Jiangdong,2,3,2,11,8,7,"[4325, 4770, 5132, 5698, 6998, 7590, 7880, 8610, 9867, 10230, 11289, 12172, 13435, 13953]","[(8, 7), [8, 8], [8, 9], [8, 10], [9, 10], [9, 11], [9, 12], [8, 12], [7, 12], [6, 12], [5, 12], [4, 12], [4, 11], [3, 11], [2, 11]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0)]","[4, 6]","[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,8,6,270,
1,1,Jiangdong,9,3,9,11,2,7,"[4510, 4788, 5100, 5422, 5745, 6099, 6876, 7315, 7988, 9414, 9957, 10359, 10845]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,8,7,90,
2,2,Jiangdong,4,0,10,0,7,8,"[3201, 3405, 3626, 3860, 4181, 4536, 4916, 5804, 7372, 7728, 8078]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [5, 0], [4, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,6,8,0,
3,3,Jiangdong,12,4,12,10,5,7,"[2858, 3134, 3359, 3561, 3757, 3961, 4784, 5179, 5888, 6220]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [11, 8], [12, 8], [12, 9], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,6,7,90,
4,4,Jiangdong,5,7,9,7,7,14,"[2585, 2787, 2965, 3190, 3562, 3934, 4591, 5391, 5802]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [5, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0,
